"setID","name","year","theme","themeGroup","subtheme","category","released","pieces","minifigs","bricksetURL","rating","reviewCount","packagingType","availability","agerange_min","US_retailPrice","UK_retailPrice","height","width","depth","thumbnailURL","imageURL"
7821,"Mosaic Set (Lion)",1986,"Dacta","Educational",NA,"Normal",TRUE,20,NA,"https://brickset.com/sets/1019-1",0,0,"{Not specified}","{Not specified}",NA,8.25,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1019-1.jpg","https://images.brickset.com/sets/images/1019-1.jpg"
7822,"Basic Bricks - 90 elements",1986,"Dacta","Educational",NA,"Normal",TRUE,86,NA,"https://brickset.com/sets/1020-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1020-1.jpg","https://images.brickset.com/sets/images/1020-1.jpg"
7823,"Basic Vehicles - 78 elements",1986,"Dacta","Educational",NA,"Normal",TRUE,94,12,"https://brickset.com/sets/1021-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1021-1.jpg","https://images.brickset.com/sets/images/1021-1.jpg"
7824,"Mini Basic Bricks - 29 elements",1986,"Dacta","Educational",NA,"Normal",TRUE,29,2,"https://brickset.com/sets/1022-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1022-1.jpg","https://images.brickset.com/sets/images/1022-1.jpg"
7825,"Giant Red Baseplate",1986,"Dacta","Educational",NA,"Normal",TRUE,1,NA,"https://brickset.com/sets/1023-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,NA,NA
7830,"6 x 12 Base Bricks",1986,"Dacta","Educational",NA,"Normal",TRUE,6,NA,"https://brickset.com/sets/1028-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1028-1.jpg","https://images.brickset.com/sets/images/1028-1.jpg"
7833,"Manual Control Set 1",1986,"Dacta","Educational",NA,"Normal",TRUE,46,NA,"https://brickset.com/sets/1039-1",0,1,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1039-1.jpg","https://images.brickset.com/sets/images/1039-1.jpg"
5050,"Farm Set",1986,"Dacta","Educational",NA,"Normal",TRUE,82,4,"https://brickset.com/sets/1040-2",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1040-2.jpg","https://images.brickset.com/sets/images/1040-2.jpg"
7835,"Harbour",1986,"Dacta","Educational",NA,"Normal",TRUE,77,6,"https://brickset.com/sets/1041-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1041-1.jpg","https://images.brickset.com/sets/images/1041-1.jpg"
7837,"Community People",1986,"Dacta","Educational",NA,"Normal",TRUE,12,12,"https://brickset.com/sets/1042-1",0,0,"{Not specified}","{Not specified}",NA,NA,NA,NA,NA,NA,"https://images.brickset.com/sets/small/1042-1.jpg","https://images.brickset.com/sets/images/1042-1.jpg"
